Gene_id	A1	B1	A2	B2	length
G05597	109	283	200	166	8445
G05598	42	51	212	41	867
G05599	85	121	222	48	762
G05600	143	366	280	149	1248
G05601	47	47	112	50	1317
G05602	3	4	7	2	645
G05603	3	40	39	3	3894
G05604	0	1	0	0	1407
G05605	1	22	8	0	2568
G05606	3	12	20	2	732
G05607	0	2	0	0	603
G05608	94	134	974	125	1209
G05609	594	1268	3465	418	1545
G05610	1	1	1	0	1227
G05611	11	31	24	1	417
G05612	35	62	69	14	945
G05613	213	349	656	40	2148
G05614	2150	1801	7961	844	888
G05615	3195	2884	10670	1081	1116
G05616	7334	7714	23339	2628	1242
G05617	194	350	519	110	1389
G05618	0	0	0	1	828
G05619	10	53	53	7	4827
G05620	2823	3079	6642	1595	2100
G05621	7215	11907	8015	940	801
G05622	1696	3064	2771	484	2055
G05623	29	89	72	13	771
G05624	839	606	2794	481	705
G05625	13	25	26	7	1791
G05626	840	1726	3305	297	1509
G05627	0	0	0	1	960
G05628	0	3	5	0	429
G05629	0	0	0	0	486
G05630	1	1	3	0	1830
G05631	0	0	3	0	1338
G05632	2	18	2	2	849
G05633	0	4	0	0	792
G05634	6	109	41	0	1191
G05635	17	37	44	3	1314
G05636	173	362	302	37	5226
G05637	0	7	0	0	963
G05638	5	2	0	0	1449
G05639	109	201	164	10	1965
G05640	29	221	66	4	1332
G05641	101	346	406	25	1617
G05642	155	381	297	104	405
G05643	5	14	9	6	1422
G05644	3593	6618	16455	1141	1626
G05645	77	104	513	55	1053
G05646	39	83	111	13	1788
G05647	5	42	67	16	1689
G05648	180	335	591	89	1449
G05649	0	2	1	0	945
G05650	0	0	0	0	1029
G05651	0	1	0	0	684
G05652	0	1	7	1	1626
G05653	14	205	13	88	594
G05654	0	0	0	0	681
G05655	4	7	50	8	1272
G05656	0	1	11	0	1578
G05657	2	4	0	0	2208
G05658	8	9	1	0	1590
G05659	1	0	1	0	1524
G05660	4	2	5	0	774
G05661	0	1	1	0	1644
G05662	3	7	12	2	1437
G05663	4	7	3	0	1515
G05664	0	3	1	0	1392
G05665	2	4	12	2	1791
G05666	219	210	539	191	816
G05667	0	10	84	16	2217
G05668	17	13	236	48	1527
G05669	51	35	465	71	1176
G05670	47	65	84	10	1122
G05671	0	2	1	0	2058
G05672	8	35	41	4	2256
G05673	41	124	53	23	1038
G05674	1	2	0	0	1908
G05675	1	2	1	0	297
G05676	0	1	2	0	1065
G05677	25	85	82	28	4266
G05678	0	10	5	0	1764
G05679	0	11	1	1	1212
G05680	0	2	0	0	1752
G05681	22	27	42	15	237
G05682	1	3	1	0	1332
G05683	1	14	10	1	1815
G05684	1	10	0	0	1461
G05685	3	37	9	1	1623
G05686	1	0	1	0	1581
G05687	0	0	2	0	750
G05688	2	8	3	0	1578
G05689	0	0	0	0	1665
G05690	1	21	7	4	2112
G05691	0	0	2	0	537
G05692	4	4	5	2	1596
G05693	22	59	22	8	1371
G05694	17	40	21	3	1578
G05695	0	2	1	1	1587
G05696	5	7	41	8	933
G05697	1	3	1	1	1560
G05698	0	2	2	0	951
G05699	1	4	2	0	2220
G05700	27	143	73	24	1272
G05701	1680	3140	2675	904	1047
G05702	31	54	15	9	705
G05703	0	1	0	0	1332
G05704	0	1	1	1	747
G05705	0	4	2	1	2037
G05706	24	41	67	24	927
G05707	745	1056	4768	520	1023
G05708	0	1	2	1	1440
G05709	2	7	8	3	1698
G05710	11	15	39	3	1089
G05711	0	0	4	0	759
G05712	343	369	3110	408	666
G05713	353	653	4539	730	1602
G05714	3382	2362	24253	4022	747
G05715	5043	1101	77940	1731	3144
G05716	254	54	3354	59	225
G05717	0	1	0	0	204
G05718	711	959	2783	360	2571
G05719	35	156	511	49	408
G05720	216	821	1020	354	4416
G05721	3	14	15	3	363
G05722	6	15	21	0	1056
G05723	13	2	204	0	1917
G05724	21	19	58	5	1734
G05725	459	767	1347	188	1188
G05726	13	17	17	2	888
G05727	46	111	140	26	351
G05728	6	24	15	6	867
G05729	45	97	32	17	360
G05730	106	1966	303	1108	1227
G05731	13	473	53	159	1803
G05732	0	1	0	0	324
G05733	19	27	86	4	1332
G05734	0	5	6	2	1518
G05735	0	0	2	0	471
G05736	161	276	503	96	1383
G05737	27	45	80	28	192
G05738	68	74	200	46	528
G05739	0	2	6	0	393
G05740	648	619	2790	511	939
G05741	298	377	825	175	753
G05742	11	81	56	15	1014
G05743	0	4	0	0	804
G05744	0	3	3	0	696
G05745	168	253	393	38	1089
G05746	62	110	128	9	801
G05747	1	12	0	0	1497
G05748	51	68	124	7	1251
G05749	4	6	8	1	1380
G05750	0	2	2	0	102
G05751	50	61	137	11	1065
G05752	0	1	2	0	417
G05753	0	0	0	0	810
G05754	37	73	85	9	1680
G05755	95	88	254	11	591
G05756	247	365	987	98	1443
G05757	20	111	32	22	2379
G05758	17	39	260	26	1467
G05759	0	2	4	0	1398
G05760	0	1	1	0	1146
G05761	0	4	5	0	987
G05762	0	7	5	0	1662
G05763	0	3	2	1	570
G05764	44	41	89	15	318
G05765	0	0	4	0	558
G05766	1	5	0	0	855
G05767	0	1	2	0	885
G05768	42	97	192	44	1770
G05769	16	30	51	28	993
G05770	78	80	559	30	1794
G05771	30	46	126	7	834
G05772	2	5	9	1	1671
G05773	79	68	280	18	1830
G05774	2	7	6	0	1767
G05775	658	1718	4288	686	1704
G05776	39	106	176	32	1518
G05777	24	26	66	5	960
G05778	32	46	38	13	558
G05779	13	40	36	15	3381
G05780	1	19	16	0	1704
G05781	3	4	10	3	618
G05782	31	111	57	50	711
G05783	1256	1709	3537	1213	609
G05784	501	530	647	132	1329
G05785	9	30	10	2	1443
G05786	40	60	68	10	1986
G05787	91	147	172	40	1602
G05788	10	32	35	10	579
G05789	413	348	934	172	1032
G05790	18	15	50	1	1701
G05791	26	35	33	9	1719
G05792	8	18	7	1	813
G05793	1	7	2	0	1695
G05794	97	217	226	32	2070
G05795	62	75	214	18	219
G05796	109	203	325	47	1014
G05797	24	101	47	3	729
G05798	2	1	4	0	1359
G05799	2	12	10	0	1461
G05800	0	1	1	2	207
G05801	56	184	129	43	855
G05802	202	327	678	102	1818
G05803	1	3	0	0	1029
G05804	6341	19170	24096	15866	687
G05805	55	166	168	90	1917
G05806	142	65	518	41	1548
G05807	73	22	446	16	906
G05808	57	92	70	30	1989
G05809	285	630	428	81	1548
G05810	1	0	0	0	234
G05811	4313	5074	11165	1203	6096
G05812	336	228	1385	59	1134
G05813	983	1849	2176	350	3786
G05814	1538	758	10999	428	2256
G05815	996	867	3728	587	819
G05816	1512	1837	5363	558	2382
G05817	3	18	24	7	228
G05818	486	751	1545	329	906
G05819	117	149	351	42	1155
G05820	675	790	2292	200	2613
G05821	16	28	48	1	1728
G05822	941	1009	3212	225	2556
G05823	681	462	4180	170	1719
G05824	1112	1525	3022	454	561
G05825	333	243	1466	60	1191
G05826	636	1787	5302	549	1431
G05827	617	578	1570	330	1680
G05828	819	1392	2455	356	2400
G05829	383	979	896	131	957
G05830	228	320	1334	89	618
G05831	1657	2098	5127	579	1824
G05832	560	981	1617	358	417
G05833	1678	1496	5994	615	561
G05834	30738	47823	113108	7881	1017
G05835	567	998	1259	109	1809
G05836	3996	27371	4095	3876	471
G05837	274	400	657	135	1206
G05838	860	1468	2403	198	3465
G05839	25	51	84	14	963
G05840	680	706	1965	284	1005
G05841	15	58	52	4	900
G05842	100	151	365	59	1032
G05843	490	571	1146	517	819
G05844	47	61	232	17	465
G05845	2533	2846	7295	797	645
G05846	941	1217	2861	589	435
G05847	0	26	17	2	798
G05848	40	55	96	8	537
G05849	280	411	824	192	1647
G05850	357	413	821	232	1281
G05851	867	1108	2265	254	3594
G05852	1819	2033	5192	646	756
G05853	971	2000	3385	401	1842
G05854	2304	2075	7471	1026	3366
G05855	2111	2825	4850	547	1116
G05856	24	99	47	19	1140
G05857	257	241	628	53	528
G05858	974	1065	2734	289	1680
G05859	444	478	1980	162	1557
G05860	1931	1882	5171	436	1716
G05861	771	1252	1990	503	915
G05862	464	618	1695	188	2628
G05863	162	354	551	55	4347
G05864	115	229	395	37	1773
G05865	38	97	48	20	1176
G05866	2802	3761	9370	995	2466
G05867	3	2	12	1	828
G05868	670	808	1293	291	1032
G05869	1059	2034	4672	989	798
G05870	936	2711	3183	1119	531
G05871	6	9	14	2	1809
G05872	91	82	187	30	966
G05873	3014	3438	11541	1073	2097
G05874	4439	6263	13391	1824	2061
G05875	40	90	139	13	1371
G05876	1	2	3	1	1266
G05877	737	1364	1471	268	1845
G05878	1020	1237	4403	359	1290
G05879	1009	973	4364	425	1629
G05880	81	121	296	14	2739
G05881	451	573	1593	144	2070
G05882	1679	1621	6387	453	1044
G05883	63	108	219	35	1872
G05884	3647	6792	8471	1813	1029
G05885	376	754	1907	269	2142
G05886	46	93	106	30	996
G05887	122	222	253	42	294
G05888	1032	1216	3051	430	3276
G05889	358	463	1365	115	2157
G05890	654	721	1737	347	1128
G05891	238	348	697	82	1116
G05892	304	394	883	178	1884
G05893	1574	2330	4788	495	2022
G05894	3734	5771	11463	1010	11691
G05895	671	536	1613	282	1071
G05896	351	378	1109	143	1866
G05897	246	287	949	122	1395
G05898	34	50	139	12	1401
G05899	1	12	9	7	1617
G05900	3	1	9	2	681
G05901	10	15	12	1	1296
G05902	389	527	1458	128	471
G05903	34	61	81	19	957
G05904	3	7	7	0	2286
G05905	14	24	63	7	711
G05906	614	687	1534	157	2424
G05907	19499	22906	17055	3874	1617
G05908	12	3	30	1	312
G05909	4389	7187	16133	1351	4089
G05910	770	1583	1972	318	2667
G05911	984	1108	2743	234	1194
G05912	7142	11917	18820	2476	477
G05913	1017	1517	2442	225	1035
G05914	57	87	262	48	1542
G05915	170	347	407	60	3261
G05916	24	55	56	9	459
G05917	784	855	3765	344	1665
G05918	392	1329	853	200	1764
G05919	105	101	157	62	573
G05920	2039	2793	5534	1454	1554
G05921	1639	1668	3319	917	1047
G05922	252	372	727	110	813
G05923	231	413	464	132	774
G05924	255	366	694	65	2262
G05925	233	256	1000	48	1950
G05926	241	261	614	85	756
G05927	2182	896	13968	810	1065
G05928	1001	1192	2533	376	1059
G05929	2784	3499	9161	1179	1683
G05930	463	661	869	110	1476
G05931	1964	2691	9023	1071	1482
G05932	1	2	9	0	285
G05933	807	1455	1440	330	2061
G05934	303	510	991	158	1788
G05935	431	611	1238	293	1011
G05936	1395	6740	4542	2102	1257
G05937	15793	16891	68849	5273	1122
G05938	776	1021	2343	283	2916
G05939	2586	2810	7499	974	2397
G05940	1048	1164	3286	428	1740
G05941	145	852	589	87	1464
G05942	95	116	269	42	1224
G05943	2067	1488	9072	639	1155
G05944	708	553	3520	178	2781
G05945	0	8	14	1	1731
G05946	50	63	81	17	1095
G05947	2102	5646	7054	1034	4257
G05948	1240	1316	4353	478	1311
G05949	646	769	2050	194	1005
G05950	2	0	4	0	2580
G05951	1104	1383	3361	350	3279
G05952	3	1	1	0	180
G05953	746	840	2778	385	1044
G05954	140	138	417	32	801
G05955	542	572	1698	207	1905
G05956	298	318	652	217	738
G05957	200	296	753	140	759
G05958	1023	1679	1523	221	279
G05959	308	996	1222	211	1326
G05960	4907	5950	16319	1315	3363
G05961	902	1107	3624	496	726
G05962	15	19	36	14	399
G05963	1	1	0	1	573
G05964	1423	3991	5129	653	1701
G05965	214	639	686	176	183
G05966	401	323	1384	60	396
G05967	1432	1923	6727	530	2493
G05968	482	1063	1126	247	1548
G05969	2808	1972	7503	806	1497
G05970	134	547	570	138	1239
G05971	644	918	1958	245	4158
G05972	743	1527	1902	253	1464
G05973	1403	1789	4515	396	3048
G05974	424	555	1164	152	3705
G05975	262	447	996	81	1473
G05976	135	192	352	89	1200
G05977	2964	5010	7655	1301	5247
G05978	527	619	1561	279	1272
G05979	52	65	170	16	666
G05980	316	315	1410	48	1455
G05981	1921	2025	5140	840	2070
G05982	231	318	652	119	804
G05983	3379	5092	12409	1092	462
G05984	2882	3906	9163	1385	2904
G05985	190	348	429	59	585
G05986	2269	2188	6161	1313	972
G05987	7	35	30	6	1110
G05988	43	96	129	18	1161
G05989	143	635	394	57	3060
G05990	4134	8297	16951	1816	2148
G05991	1197	1511	4513	382	912
G05992	461	594	1133	210	1014
G05993	127	449	441	58	1251
G05994	378	381	653	174	951
G05995	544	838	1734	196	1185
G05996	169	366	458	76	393
G05997	1811	1799	7112	385	1311
G05998	2	3	2	1	1095
G05999	375	316	1093	295	1548
G06000	3591	5409	14532	1705	1482
G06001	675	906	1907	273	1338
G06002	794	1806	2945	371	1275
G06003	1263	1606	4146	798	864
G06004	3049	5478	7804	1340	4593
G06005	620	824	2036	329	1899
G06006	703	954	1670	205	1110
G06007	171	279	390	109	1149
G06008	11329	4524	52635	3618	762
G06009	13101	30779	44240	6436	2601
G06010	5	14	30	10	1023
G06011	14	15	94	23	387
G06012	1912	1239	6135	202	1779
G06013	2543	1179	8645	369	1113
G06014	20	46	52	8	1872
G06015	688	818	1970	242	2499
G06016	0	3	1	0	378
G06017	2	10	3	0	852
G06018	742	1152	1864	297	1152
G06019	566	935	1255	318	1983
G06020	579	278	3133	129	903
G06021	1543	1473	5693	658	1569
G06022	461	372	2103	160	606
G06023	286	602	986	127	1539
G06024	425	751	961	176	1476
G06025	98	210	201	31	1347
G06026	91	152	322	43	1341
G06027	43	79	115	10	2628
G06028	33	122	92	24	4272
G06029	154	233	405	28	1383
G06030	81	148	212	16	1140
G06031	735	1264	2073	245	1551
G06032	302	217	2284	107	1308
G06033	361	299	1427	100	1455
G06034	208	534	537	96	4017
G06035	1460	1436	5192	505	888
G06036	250	153	690	111	369
G06037	520	582	1930	201	1641
G06038	1043	852	2434	529	501
G06039	35	42	105	10	1146
G06040	1035	994	3207	381	2256
G06041	491	973	2029	250	1437
G06042	43	102	212	32	1176
G06043	328	640	862	159	1146
G06044	835	1094	2876	298	1170
G06045	17	37	83	8	1242
G06046	221	233	626	78	771
G06047	777	815	2827	272	1503
G06048	498	802	2463	173	312
G06049	1647	1971	8755	524	1614
G06050	27896	60863	146931	21197	2121
G06051	896	2053	2148	488	2220
G06052	1644	1493	4717	566	2229
G06053	1427	1285	5934	480	1881
G06054	7258	12220	26393	3033	1383
G06055	1957	1272	8116	400	897
G06056	8915	8133	32042	1276	1425
G06057	1629	1985	7351	403	1998
G06058	1062	2028	2744	422	1305
G06059	1971	3973	4914	805	1695
G06060	714	937	2093	144	2127
G06061	553	575	1942	301	738
G06062	2210	2248	9898	758	873
G06063	642	956	2399	217	3417
G06064	302	802	1019	182	975
G06065	2250	3049	8487	876	606
G06066	6278	9406	26348	2481	2904
G06067	641	924	2839	287	1371
G06068	68	92	230	8	315
G06069	14	20	66	4	2349
G06070	83	127	204	32	1155
G06071	371	522	1191	122	1659
G06072	9534	11917	29935	2824	2001
G06073	375	639	1587	184	1131
G06074	1474	2292	4938	741	2991
G06075	0	1	6	0	252
G06076	346	324	945	69	720
G06077	2814	2510	7557	1126	1665
G06078	585	616	1881	209	378
G06079	525	691	2174	181	1122
G06080	27559	25308	103150	8617	771
G06081	1311	1258	4573	540	729
G06082	324	696	1187	84	2460
G06083	546	1120	1434	218	564
G06084	4892	6497	20292	1869	1425
G06085	2151	5155	6343	1127	1419
G06086	1391	1731	4705	430	1743
G06087	750	1186	2225	255	3792
G06088	10507	7735	45418	4533	1272
G06089	3108	3214	12778	841	4590
G06090	637	1329	2086	256	564
G06091	1131	903	3790	339	534
G06092	43	108	340	28	1422
G06093	952	1990	4241	470	1557
G06094	231	630	484	56	2175
G06095	249	221	914	100	447
G06096	9058	6890	38602	2872	435
G06097	102	147	326	134	840
G06098	2	10	6	4	372
G06099	206	238	621	39	861
G06100	180	332	496	94	1278
G06101	3933	4526	17991	1607	1395
G06102	313	388	1401	96	942
G06103	124	183	431	56	645
G06104	3419	2265	22793	912	1464
G06105	279	508	566	106	1245
G06106	329	485	1140	224	1275
G06107	537	762	2288	191	1149
G06108	150	250	435	69	1248
G06109	994	1130	3893	677	732
G06110	1766	2166	5933	662	1548
G06111	411	796	1224	123	1377
G06112	1361	1652	3359	733	363
G06113	43	57	151	17	309
G06114	737	1892	2651	433	1068
G06115	3234	4922	11048	1580	1992
G06116	708	1084	2359	308	1929
G06117	781	974	1848	282	1398
G06118	632	1583	2034	261	2448
G06119	5631	5039	15898	2227	3588
G06120	508	977	1715	267	1257
G06121	611	886	2233	383	909
G06122	2722	2924	8981	937	2508
G06123	774	1064	2472	500	1902
G06124	6005	11991	24614	4154	2100
G06125	578	405	2825	171	1278
G06126	317	274	1116	108	771
G06127	2427	1636	11154	710	786
G06128	5797	5287	28106	1867	1635
G06129	58	128	215	27	627
G06130	677	967	2224	228	2064
G06131	63	69	383	30	744
G06132	694	839	2776	281	2901
G06133	1039	1040	5320	397	744
G06134	390	346	1411	120	2877
G06135	45	117	153	12	1233
G06136	1760	2894	6538	903	1131
G06137	197	464	447	64	1644
G06138	1158	2404	4842	534	477
G06139	1479	13509	6429	1117	4050
G06140	24	44	59	6	345
G06141	1236	2116	1984	315	1467
G06142	298	388	1026	83	1191
G06143	219	342	706	138	1122
G06144	622	771	2580	253	2568
G06145	3414	4220	16165	1224	996
G06146	360	463	1446	128	1725
G06147	185	203	601	80	480
G06148	953	739	2717	336	771
G06149	366	235	1932	116	885
G06150	1580	2483	4352	608	2067
G06151	617	1259	1730	427	1899
G06152	798	1180	2539	414	2103
G06153	15	56	107	18	1707
G06154	2381	4382	7812	2322	1053
G06155	2244	3397	5861	751	5127
G06156	3077	4175	7784	969	1923
G06157	258	181	1436	73	1527
G06158	3	20	27	1	1479
G06159	666	795	1934	372	1587
G06160	102	161	149	53	651
G06161	549	1088	2510	132	510
G06162	3978	4978	12061	1277	4221
G06163	352	727	832	167	1377
G06164	51	112	145	15	687
G06165	19997	26639	69765	7246	765
G06166	515	404	1834	159	1743
G06167	162	292	363	53	660
G06168	1156	1410	4108	328	1017
G06169	486	583	2025	126	2589
G06170	237	345	998	85	2634
G06171	524	1033	1682	252	2922
G06172	1143	1322	4269	275	1005
G06173	746	1363	2780	543	2346
G06174	1063	1418	3530	416	2886
G06175	212	476	796	98	2091
G06176	3504	10434	8913	1851	1941
G06177	702	984	2395	340	2529
G06178	269	249	1483	156	357
G06179	782	1038	1757	197	1407
G06180	667	678	3341	208	2031
G06181	539	433	3342	195	1473
G06182	277	376	884	67	1710
G06183	1737	2385	5077	660	417
G06184	952	1014	3315	303	3471
G06185	673	510	2922	242	2406
G06186	51	115	184	28	1611
G06187	103	193	201	63	1839
G06188	619	550	2091	109	2928
G06189	427	625	1387	121	5484
G06190	698	895	1719	224	1551
G06191	0	5	4	0	918
G06192	1	0	1	0	1509
G06193	2	1	3	0	1509
G06194	150	154	458	48	402
G06195	1774	1711	8424	629	1476
G06196	4	19	31	2	945
G06197	3399	17576	6402	2463	1500
G06198	284	311	752	114	471
G06199	802	880	3873	280	1443
G06200	1467	2301	3777	607	1443
G06201	1	2	2	1	1578
G06202	11	8	29	7	1257
G06203	532	554	1648	133	2154
G06204	2700	3550	6268	693	4779
G06205	673	754	2335	412	1245
G06206	876	706	3094	326	1089
G06207	2094	5374	6323	647	1362
G06208	9	23	19	4	870
G06209	99	172	266	37	1821
G06210	349	412	747	134	1803
G06211	26	248	35	29	984
G06212	0	1	0	0	429
G06213	15	34	25	3	3678
G06214	1	3	5	1	1881
G06215	111	169	186	36	1089
G06216	87	176	150	29	1203
G06217	2	11	5	1	1347
G06218	0	1	5	1	627
G06219	54	88	174	64	468
G06220	1	7	8	0	1371
G06221	0	1	4	0	1389
G06222	18	87	89	44	1908
G06223	566	673	1659	643	639
G06224	774	911	3243	373	678
G06225	52	117	95	32	1626
G06226	51	68	66	15	801
G06227	597	758	2103	193	1083
G06228	126	277	466	100	885
G06229	3995	4866	22845	1284	1869
G06230	153	158	585	79	1302
G06231	898	1230	3356	542	819
G06232	2267	3378	8076	788	1527
G06233	355	445	1189	98	1779
G06234	1324	1706	3669	468	2496
G06235	31	131	112	12	2394
G06236	539	790	1229	360	1740
G06237	2077	3120	5556	954	3792
G06238	255	598	685	191	1941
G06239	9456	14717	33839	3896	1059
G06240	956	1098	3411	677	1239
G06241	1002	937	2872	236	2763
G06242	1809	2257	5238	629	1776
G06243	14	39	32	8	666
G06244	210	455	620	128	1026
G06245	3785	4539	10286	1158	7422
G06246	175	351	384	95	2517
G06247	10	25	16	1	1407
G06248	304	453	649	150	1476
G06249	24	81	71	15	816
G06250	915	842	2393	253	1944
G06251	176	193	825	47	1602
G06252	446	621	1247	173	1200
G06253	437	910	1284	196	1956
G06254	493	318	3098	295	762
G06255	445	1181	1087	398	1965
G06256	3174	3388	8850	1894	783
G06257	59	272	83	17	2016
G06258	108	204	760	81	2067
G06259	163	489	600	118	1842
G06260	1316	2403	4046	1369	1131
G06261	0	2	5	2	345
G06262	52	105	166	20	2052
G06263	978	1074	2760	346	1503
G06264	280	371	736	77	249
G06265	1059	1075	5097	609	1548
G06266	124	185	467	35	1746
G06267	10	36	45	8	1398
G06268	1100	1762	3254	447	5541
G06269	1968	3930	5348	970	3435
G06270	2052	4354	6497	1144	1125
G06271	10	45	38	2	1974
G06272	126	265	359	31	897
G06273	1114	1369	2508	577	591
G06274	2	3	6	3	1611
G06275	27	28	111	31	1077
G06276	36	89	133	28	2601
G06277	9	18	23	2	1434
G06278	29	95	68	15	1989
G06279	181	341	314	119	2916
G06280	0	9	5	2	543
G06281	175	245	532	68	1899
G06282	2	10	6	1	1941
G06283	10	26	18	4	1680
G06284	319	498	446	109	1383
G06285	402	427	840	83	1983
G06286	26	58	16	22	615
G06287	6	163	13	24	1359
G06288	3	102	14	19	1122
G06289	2	26	3	3	2667
G06290	181	374	587	82	1563
G06291	133	197	474	71	1533
G06292	390	560	1409	411	732
G06293	10538	13904	33244	3713	4920
G06294	525	609	1563	231	1020
G06295	545	558	1357	288	876
G06296	489	941	1690	208	2073
G06297	902	1274	2196	278	1287
G06298	91	283	323	47	1458
G06299	1383	1760	3756	436	2814
G06300	9225	16491	30225	4406	1446
G06301	739	1085	1942	198	3192
G06302	1306	1308	3817	474	1320
G06303	608	718	3196	226	1308
G06304	444	628	1335	176	2100
G06305	88	115	208	37	984
G06306	137	185	486	50	960
G06307	332	366	727	77	3186
G06308	32	50	64	13	1452
G06309	11	36	15	10	1383
G06310	2642	2368	7926	706	450
G06311	10	30	54	7	2313
G06312	394	428	1004	139	1464
G06313	551	642	1509	171	1338
G06314	97	88	358	47	861
G06315	48	98	184	18	2010
G06316	424	833	2033	370	1929
