Gene_id	A1	A2	B1	B2	A3	B3	length
G034319	0	0	0	0	0	0	180
G034320	0	0	0	0	0	0	476
G034321	0	0	2	0	0	4	687
G034322	0	0	7	12	13	26	4602
G034323	0	0	0	0	0	5	301
G034324	0	0	0	0	1	0	183
G034325	7	0	4	3	15	12	797
G034326	0	0	1	0	0	0	682
G034327	5	0	4	0	0	2	2290
G034328	0	0	3	0	0	0	570
G034329	0	0	0	0	0	0	975
G034330	0	0	0	0	0	0	281
G034331	0	0	0	0	0	0	771
G034332	0	0	4	0	0	7	290
G034333	0	0	0	0	0	0	544
G034334	0	0	0	0	0	0	3488
G034335	0	0	0	0	0	0	367
G034336	4	1	0	0	1	0	633
G034337	0	0	0	0	0	0	1282
G034338	12	13	1	0	0	3	510
G034339	1	0	0	0	0	0	93
G034340	1	0	1	0	0	0	483
G034341	0	12	15	0	21	7	380
G034342	0	0	0	0	0	0	382
G034343	43	59	27	38	27	87	664
G034344	1	6	2	4	3	3	616
G034345	9	23	19	39	71	25	4578
G034346	78	120	68	117	79	132	716
G034347	0	0	0	0	0	2	1597.5
G034348	0	0	0	0	0	0	2169
G034349	0	0	0	0	0	0	494
G034350	0	0	4	0	0	0	532
G034351	0	0	0	0	0	0	469.5
G034352	0	0	0	0	0	0	229
G034353	0	0	0	0	0	0	570
G034354	23	44	6	0	29	23	1337
G034355	0	0	0	0	0	0	2367
G034356	0	0	0	0	0	0	633
G034357	0	0	0	0	0	0	760
G034358	0	0	0	0	0	0	547
G034359	0	0	14	0	0	4	503
G034360	0	0	5	0	0	0	567
G034361	99	125	171	132	143	187	917
G034362	0	2	2	0	0	0	892
G034363	0	0	2	24	0	0	715
G034364	0	0	0	0	0	0	596
G034365	0	6	3	0	0	0	539
G034366	0	0	7	1	6	5	300
G034367	0	0	0	0	1	0	309
G034368	0	0	0	0	0	0	385
G034369	0	0	3	0	0	0	331
G034370	0	0	0	0	0	0	443
G034371	6	10	3	9	0	0	576
G034372	572	499	338	173	1093	264	3248.5
G034373	0	0	0	0	0	0	1046
G034374	0	0	0	0	0	0	436
G034375	17	1	0	2	0	0	313
G034376	8	3	5	12	3	5	1188
G034377	0	0	0	0	0	0	424
G034378	28	0	8	0	0	1	1256
G034379	0	0	0	0	0	1	584
G034380	0	0	0	0	0	4	489
G034381	10	3	2	2	4	5	306
G034382	0	0	1	0	0	0	491
G034383	15	8	9	0	15	14	908
G034384	0	0	0	0	0	0	550
G034385	0	0	0	0	0	0	849
G034386	0	0	0	0	0	0	539
G034387	0	0	0	0	0	0	430
G034388	0	0	0	0	0	0	548
G034389	0	0	0	0	0	0	674
G034390	10	0	0	0	0	0	639
G034391	0	0	0	0	0	0	395
G034392	0	0	1	0	0	0	581
G034393	0	0	0	0	7	0	2028.5
G034394	0	0	0	0	0	0	595.5
G034395	0	0	0	1	0	0	932
G034396	0	21	0	0	0	3	1152
G034397	0	0	0	0	0	0	528
G034398	0	0	0	0	0	1	433
G034399	1	0	0	0	0	0	608
G034400	0	8	10	15	14	10	515
G034401	1	7	2	0	0	4	463
G034402	0	0	0	0	0	7	1050.5
G034403	17	0	0	0	0	0	826
G034404	0	0	0	0	0	0	401
G034405	0	0	0	0	0	0	341
G034406	1	0	2	0	0	1	1744
G034407	0	0	0	0	0	0	271
G034408	0	0	0	0	0	0	2634
G034409	0	0	0	0	0	0	628
G034410	0	0	0	0	0	0	578
G034411	0	0	0	0	0	0	564
G034412	1141	1615	942	787	1980	769	1429
G034413	1	34	0	0	1	14	1471
G034414	0	0	0	0	0	0	261
G034415	259	344	374	469	325	560	610
G034416	0	0	3	23	1	0	527
G034417	0	0	0	0	0	0	647
G034418	0	0	1	0	0	0	344
G034419	0	0	0	0	0	0	537
G034420	7	12	17	27	23	0	581
G034421	0	0	0	0	0	0	2596.5
G034422	0	0	0	0	0	0	314
G034423	0	0	0	0	0	0	518
G034424	34	16	17	28	17	35	909
G034425	0	0	0	0	0	0	836
G034426	0	0	0	0	0	0	537
G034427	0	1	0	0	2	4	364
G034428	0	0	0	0	0	0	804
G034429	0	0	0	0	0	0	469
G034430	19	13	13	17	19	16	4596
G034431	0	0	0	7	0	0	592
G034432	0	0	0	0	0	0	316
G034433	0	0	0	0	0	0	467.5
G034434	0	0	0	0	0	0	566
G034435	5	0	0	0	0	0	420
G034436	4	5	4	0	2	7	542
G034437	0	0	0	0	0	0	525.5
G034438	0	0	0	0	0	0	2461
G034439	9	0	0	0	0	0	716
G034440	0	0	0	0	0	0	291
G034441	0	0	0	0	14	6	578
G034442	0	0	0	0	0	0	328
G034443	0	0	0	0	0	0	1341
G034444	1	0	0	0	0	0	482
G034445	0	0	0	0	11	0	5444
G034446	1	2	1	0	1	1	847
G034447	0	0	0	0	0	0	446
G034448	0	0	9	0	7	0	3766
G034449	0	0	0	0	0	0	460
G034450	0	0	0	0	0	0	457
G034451	0	12	8	0	22	0	708
G034452	0	0	0	0	0	0	367
G034453	6	7	0	0	4	0	791
G034454	0	0	0	0	0	0	381
G034455	0	0	0	0	0	0	431
G034456	0	0	0	0	0	0	578
G034457	0	0	0	0	0	0	889
G034458	0	0	0	0	0	0	568
G034459	0	0	2	0	0	9	751
G034460	29	0	0	19	0	0	1302
G034461	0	0	0	0	1	0	987
G034462	0	0	0	0	0	0	145
G034463	0	0	0	0	0	3	294
G034464	3	18	98	49	4	63	403
G034465	0	0	0	0	0	2	559
G034466	1	0	3	0	4	0	588
G034467	0	0	0	0	0	0	640
G034468	0	0	0	0	0	0	364
G034469	2	6	2	17	12	16	3653
G034470	0	0	3	0	0	0	316
G034471	0	0	0	0	0	0	468
G034472	0	0	2	0	0	0	414
G034473	0	0	0	0	0	0	566
G034474	1	0	2	0	0	0	240
G034475	1	1	0	1	10	3	689
G034476	0	0	0	0	0	0	376
G034477	0	0	0	0	0	0	436.5
G034478	0	43	31	0	0	9	4590
G034479	0	14	8	0	0	9	683
G034480	0	0	0	0	0	0	382
G034481	0	20	0	0	13	0	444
G034482	0	0	0	0	0	0	301
G034483	0	0	0	0	0	0	1026
G034484	0	0	0	0	0	0	607
G034485	0	0	5	0	0	7	807
G034486	0	0	1	0	0	0	414
G034487	0	0	0	0	0	0	545
G034488	0	0	0	0	1	0	590
G034489	0	0	0	0	0	0	414
G034490	0	0	0	0	0	0	1271
G034491	0	0	0	0	0	0	519
G034492	22	14	22	23	7	40	1253
G034493	0	0	14	0	9	0	4605
G034494	0	1	0	0	0	0	297
G034495	0	0	0	0	0	0	794
G034496	0	0	0	0	0	0	327
G034497	0	3	0	0	0	0	833
G034498	2	2	1	0	0	0	745
G034499	1	0	1	0	0	0	663
G034500	0	0	0	0	0	0	1605.5
G034501	5	0	0	0	0	0	872
G034502	0	0	0	0	0	0	443
G034503	0	0	0	0	0	0	467
G034504	9	0	0	0	0	0	927
G034505	0	0	0	0	0	0	995
G034506	0	0	0	37	0	0	435
G034507	20	14	8	19	21	17	310
G034508	2	3	0	0	0	0	414
G034509	0	0	0	0	0	0	379
G034510	0	0	0	0	0	0	453
G034511	0	0	0	0	0	0	1430
G034512	0	0	1	1	0	1	640.5
G034513	0	0	0	0	0	0	563
G034514	0	0	0	0	0	0	191
G034515	0	0	0	0	0	1	1275
G034516	0	0	0	0	0	0	435
G034517	0	0	0	0	0	0	1388
G034518	0	0	0	0	0	0	1068
G034519	1	0	0	0	0	0	1514
G034520	0	0	7	0	0	0	489
G034521	0	0	0	0	0	0	648
G034522	0	14	0	0	0	0	248
G034523	0	0	0	0	0	0	1663
G034524	0	0	23	0	13	0	537
G034525	0	0	0	0	0	0	790
G034526	0	0	1	0	0	0	1212
G034527	0	3	7	0	12	4	613
G034528	0	0	0	0	0	0	551
G034529	0	0	0	0	0	0	250
G034530	0	0	0	0	0	0	286
G034531	0	4	0	0	0	0	278
G034532	0	0	0	0	0	0	258
G034533	0	0	0	0	2	0	491
G034534	0	0	0	1	0	0	591
G034535	20	32	21	38	31	0	917
G034536	0	0	0	0	0	0	485
G034537	0	0	0	0	0	0	735
G034538	0	0	0	0	0	0	651
G034539	0	0	3	0	3	0	182
G034540	0	1	0	0	6	0	235
G034541	26	11	26	9	14	15	748
G034542	0	0	0	0	0	0	368
G034543	0	0	0	0	0	0	1120
G034544	1	0	0	0	0	0	306
G034545	0	0	0	0	0	0	515
G034546	14	0	0	0	0	0	417
G034547	0	9	7	0	0	0	550.5
G034548	5	16	4	0	16	0	490
G034549	0	0	0	0	0	0	256
G034550	0	0	2	0	10	0	662.5
G034551	37	36	141	209	47	260	706
G034552	0	0	0	0	0	0	341
G034553	0	1	0	1	0	0	707
G034554	0	0	0	1	0	0	339
G034555	0	0	0	0	0	0	568
G034556	0	14	10	0	0	7	583
G034557	0	0	0	0	0	0	533
G034558	7	9	21	0	33	13	687
G034559	0	12	0	0	0	0	511
G034560	10	4	6	0	0	7	333
G034561	0	0	0	0	14	0	1122
G034562	5	0	0	0	0	0	997
G034563	0	1	0	2	0	0	1351
G034564	0	0	0	0	0	0	524
G034565	2	0	14	1	1	1	515
G034566	0	0	0	0	0	0	463
G034567	29	82	54	52	62	51	1918
G034568	0	0	0	0	0	0	458
G034569	0	0	0	0	0	0	671
G034570	0	0	7	0	0	0	616
G034571	0	0	0	0	11	0	564
G034572	0	0	0	0	0	0	597
G034573	0	0	0	0	0	0	546
G034574	0	0	0	0	1	0	1833
G034575	0	0	0	0	0	0	1716
G034576	0	0	0	0	0	0	974
G034577	5	2	1	4	6	19	826
G034578	0	0	0	0	0	0	541
G034579	5	0	6	0	8	5	648
G034580	0	0	3	1	0	0	845
G034581	0	0	0	0	0	0	1307
G034582	0	27	24	46	18	61	637.5
G034583	0	0	0	0	0	0	751
G034584	0	0	0	0	0	0	240
G034585	0	0	0	13	0	0	577
G034586	10	0	0	19	0	0	437
G034587	0	0	0	0	0	6	605
G034588	0	6	7	10	0	0	523
G034589	274	182	108	87	126	85	506
G034590	0	0	0	0	0	0	722
G034591	0	0	0	0	0	0	301
G034592	6	0	0	0	10	13	759
G034593	0	0	0	0	0	0	418
G034594	0	0	0	0	0	0	318
G034595	0	0	0	0	0	0	2506
G034596	0	0	4	0	0	9	915
G034597	0	0	0	0	0	0	1872
G034598	0	0	0	0	0	0	816
G034599	0	0	0	0	0	0	952
G034600	15	9	21	9	14	16	1507
G034601	0	0	0	0	0	3	684
G034602	0	0	0	0	0	0	782
G034603	5	0	1	18	18	5	1557
G034604	1	0	0	0	0	0	282
G034605	0	0	0	0	0	0	544
G034606	0	1	0	0	13	0	585
G034607	0	0	0	0	0	0	386
G034608	0	0	0	0	0	0	539
G034609	0	0	0	0	0	0	480
G034610	0	0	0	0	0	0	2266
G034611	0	0	0	0	0	0	1024
G034612	0	0	0	0	0	0	666
G034613	8	7	29	0	12	33	657
G034614	48	75	303	225	96	159	4133
G034615	0	1	1	0	0	3	2118
G034616	39	37	20	0	20	36	753
G034617	0	0	0	0	0	0	743
G034618	21	5	12	22	1	5	879
G034619	2	2	8	16	2	6	927
G034620	0	0	0	0	0	0	462
G034621	5	1	0	0	1	2	502
G034622	16	1	1	0	0	1	661
G034623	0	0	3	0	0	1	422
G034624	0	24	0	0	0	0	540
G034625	0	0	0	0	0	0	3308
G034626	0	0	0	0	0	0	983
G034627	0	0	0	0	0	0	490
G034628	0	0	0	0	0	0	645
G034629	0	1	0	0	1	0	176
G034630	0	1	0	0	0	0	525
G034631	0	0	0	0	0	0	436
G034632	0	0	0	0	0	0	883
G034633	0	0	4	1	0	0	276
G034634	5	9	10	0	9	9	544
G034635	4	0	0	0	0	1	1135
G034636	0	7	5	0	0	0	1258
G034637	0	0	7	0	0	0	422
G034638	39	37	25	44	63	26	733
G034639	0	1	1	0	1	0	1643
G034640	0	0	0	0	0	3	154
G034641	0	0	0	0	0	0	381
G034642	0	0	0	0	0	0	433
G034643	0	0	0	0	0	0	637
G034644	0	0	0	0	0	0	342
G034645	0	1	0	0	0	0	806
G034646	0	0	0	0	0	0	376
G034647	14	0	0	15	0	10	512
G034648	0	0	0	0	0	0	543
G034649	0	0	0	0	0	0	278
G034650	0	0	0	0	0	1	2121
G034651	0	0	0	0	0	0	286
G034652	0	0	3	0	0	0	631
G034653	0	0	0	0	0	0	925
G034654	0	0	0	0	0	0	952
G034655	0	2	0	0	0	0	376.5
G034656	40	22	36	0	17	41	616
G034657	0	0	0	0	0	0	572
G034658	0	8	0	0	0	0	1663
G034659	0	0	2	0	1	0	868
G034660	0	0	0	0	0	0	390
G034661	0	0	1	0	0	0	389.5
G034662	0	0	3	10	0	0	869
G034663	0	0	0	0	0	0	988
G034664	0	0	0	0	0	0	598
G034665	7	12	26	7	7	17	1553
G034666	2	0	1	1	0	1	730
G034667	0	0	0	0	0	0	537
G034668	0	0	0	0	0	0	681
G034669	0	0	0	0	0	0	299
G034670	0	0	0	0	9	3	492
G034671	2	0	2	0	2	2	766
G034672	0	0	0	0	35	0	776
G034673	0	0	0	0	0	0	3447
G034674	0	0	7	0	0	0	803
G034675	0	0	0	0	0	0	1710
G034676	0	0	0	0	0	0	552
G034677	0	0	0	0	0	0	1178
G034678	0	0	0	0	0	4	664
G034679	0	0	0	0	1	0	4476
G034680	0	0	0	0	0	0	320
G034681	0	0	0	0	0	0	1029
G034682	0	0	0	0	0	0	535
G034683	0	0	9	0	0	0	336
G034684	0	0	6	1	2	8	1009
G034685	0	0	0	0	0	0	374
G034686	0	0	0	0	0	0	488
G034687	0	0	0	0	0	0	931
G034688	3	0	2	0	0	3	183
G034689	0	0	0	0	0	0	1838
G034690	1	0	0	0	0	0	646
G034691	0	1	0	0	0	0	616.5
G034692	0	0	0	0	0	0	1647
G034693	0	0	0	0	0	0	1387
G034694	1	15	12	2	0	0	1055
G034695	2	0	2	0	1	0	1297
G034696	0	0	0	0	0	0	310
G034697	0	0	14	0	0	10	888
G034698	0	0	6	0	0	0	686
G034699	0	0	0	0	0	0	348
G034700	10	9	20	20	21	19	1171
G034701	6	9	9	10	15	7	320
G034702	0	0	3	0	0	0	570
G034703	11	9	6	7	6	25	539
G034704	5	0	0	0	17	0	512
G034705	0	39	4	10	21	5	403.5
G034706	15	5	12	23	10	5	724
G034707	0	0	0	0	0	0	871
G034708	18	6	4	0	0	5	965.5
G034709	189	280	137	46	125	198	1084
G034710	0	0	0	0	0	3	586
G034711	0	0	0	0	0	0	507
G034712	0	0	0	1	0	0	711
G034713	0	0	9	0	0	0	832
G034714	0	0	0	0	0	0	326
G034715	0	0	0	0	0	0	1602
G034716	0	0	1	0	0	0	417.5
G034717	30	77	88	32	70	68	1735
G034718	449	393	278	360	423	467	2465.5
G034719	0	0	0	0	0	0	818
G034720	0	0	0	0	0	0	594
G034721	0	0	0	0	0	0	653
G034722	0	0	0	0	0	0	414
G034723	0	0	0	0	0	0	228
G034724	5	6	0	0	3	0	376
G034725	0	0	47	102	7	38	993
G034726	0	0	0	0	0	0	932
G034727	0	0	0	0	0	0	503
G034728	0	0	3	0	1	0	1130
G034729	0	0	0	0	0	5	365
G034730	0	0	0	0	0	0	1123
G034731	0	0	0	0	0	0	2908
G034732	0	0	0	0	0	0	4193
G034733	0	0	0	0	15	0	965
G034734	0	8	1	0	0	0	311
G034735	0	0	0	0	0	0	567
G034736	0	0	7	0	0	3	1103
G034737	0	0	2	0	0	0	354.5
G034738	0	0	0	0	0	0	1667
G034739	0	0	0	0	0	0	277
G034740	0	0	0	13	0	0	905
G034741	9	10	4	1	0	14	1228
G034742	0	0	0	0	0	0	301
G034743	0	0	0	10	0	0	744
G034744	72	84	104	87	47	115	680
G034745	0	0	0	0	0	0	210
G034746	0	0	0	0	0	0	498
G034747	232	412	369	376	379	415	884
G034748	0	0	0	0	0	0	489
G034749	0	0	0	0	0	0	466
G034750	14	21	2	11	9	6	444
G034751	0	0	0	0	0	7	551
G034752	0	0	1	0	10	2	362
G034753	0	0	0	0	0	0	471
G034754	0	0	0	0	0	0	482
G034755	0	0	0	0	0	0	433
G034756	0	0	0	0	0	0	178
G034757	0	0	0	0	0	0	447
G034758	0	0	0	0	0	0	1290
G034759	0	0	5	0	0	0	2144
G034760	6	10	11	0	17	13	886
G034761	2	0	0	1	1	1	1003
G034762	1	3	5	1	0	0	960
G034763	5	0	0	0	0	8	1502
G034764	0	0	6	0	13	16	1856
G034765	9	0	0	11	9	0	581
G034766	1	0	0	0	0	0	208
G034767	0	0	0	0	0	0	958
G034768	1	0	0	0	0	0	1142
G034769	0	0	0	0	0	0	991
G034770	101	110	226	118	208	233	1156
G034771	0	0	1	0	0	0	478
G034772	0	0	0	0	0	0	3707
G034773	0	0	0	0	0	0	320
G034774	0	0	0	0	0	0	580
G034775	0	0	0	0	0	1	553
G034776	0	0	0	0	0	0	560
G034777	0	0	0	0	0	0	961
G034778	0	0	0	0	0	0	547
G034779	0	6	2	0	0	2	431
G034780	0	0	8	0	0	0	694
G034781	0	0	0	0	0	0	666
G034782	0	0	0	0	0	0	572.5
G034783	0	0	1	1	0	10	888
G034784	0	0	0	0	0	0	817
G034785	1	0	0	0	0	0	189
G034786	1	0	0	0	4	0	516
G034787	0	0	0	0	0	0	450
G034788	0	0	1	0	0	0	660
G034789	17	12	19	3	4	21	1063
G034790	0	0	0	0	0	0	492
G034791	0	0	0	0	0	0	832
G034792	0	0	0	0	0	0	571
G034793	0	0	0	0	0	0	942
G034794	0	0	0	0	2	2	202
G034795	26	16	9	0	3	19	1265.5
G034796	0	0	0	0	0	0	435
G034797	0	0	1	0	0	0	580
G034798	5	8	4	20	2	17	285
G034799	0	0	0	0	0	0	2194
G034800	0	0	2	0	0	0	547
G034801	0	22	8	0	0	17	742
G034802	0	0	0	0	0	0	351
G034803	6	0	0	0	0	0	504
G034804	0	0	0	0	0	0	465
G034805	0	0	0	0	0	0	698
G034806	0	0	0	0	0	0	368
G034807	0	0	2	0	0	0	1049
G034808	0	0	0	0	0	0	52
G034809	0	0	0	0	0	0	738
G034810	0	0	0	0	0	0	859
G034811	0	0	0	0	0	0	205
G034812	0	0	0	0	7	1	673.5
G034813	0	0	0	0	0	0	651
G034814	0	0	1	0	0	0	701
G034815	183	163	176	175	67	212	1004.5
G034816	0	0	0	0	0	0	758
G034817	0	0	2	0	0	0	537
G034818	0	0	3	0	0	0	78
G034819	0	0	0	0	0	0	842
G034820	69	40	25	25	10	55	697
G034821	0	0	0	0	0	0	1120
G034822	0	0	0	9	0	0	569
G034823	72	103	95	158	92	105	2493
G034824	0	1	0	0	0	0	2125
G034825	8	23	2	0	0	0	530.5
G034826	0	0	0	0	0	0	1018
G034827	0	0	0	0	0	0	1852
G034828	0	0	0	0	0	0	889
G034829	0	0	0	0	0	0	468
G034830	13	0	0	0	26	0	519
G034831	0	0	0	0	0	0	822
G034832	0	0	6	0	0	0	523
G034833	0	0	8	0	5	1	479
G034834	0	0	0	0	0	0	232
G034835	0	0	0	0	0	0	979
G034836	521	683	601	306	538	444	1358
G034837	0	8	0	0	0	0	498
G034838	10	0	3	16	14	0	615
G034839	0	10	8	0	0	0	910
G034840	0	0	0	0	0	0	550
G034841	0	0	0	0	0	0	522
G034842	0	0	0	0	0	0	653
G034843	0	0	0	0	0	0	430
G034844	0	0	0	0	0	0	552
G034845	0	0	0	0	0	0	879
G034846	0	0	1	1	0	0	1884
G034847	0	0	4	0	0	0	1275.5
G034848	0	0	0	0	0	0	2368
G034849	0	0	0	0	0	0	197
G034850	0	0	0	0	0	0	301
G034851	0	0	0	0	0	0	586
G034852	0	1	0	0	0	2	406
G034853	0	0	0	0	0	0	374
G034854	0	0	0	0	0	0	411
G034855	0	0	0	0	0	0	656.5
G034856	0	0	0	0	0	10	250
G034857	0	0	0	0	0	0	944
G034858	0	0	0	0	0	0	265
G034859	10	0	12	12	0	3	1464
G034860	0	0	3	1	0	0	586
G034861	0	0	0	0	0	0	2936
G034862	0	1	0	0	0	1	1417
G034863	0	0	0	0	0	3	537
G034864	143	199	246	153	191	261	992
G034865	0	0	0	0	0	0	955
G034866	0	0	0	0	0	0	492
G034867	0	0	0	0	0	0	396
G034868	0	0	0	0	7	0	787
G034869	0	0	9	0	0	0	208
G034870	4	0	0	0	0	0	392
G034871	0	0	0	0	0	0	353
G034872	0	1	0	0	8	0	1120
G034873	0	0	0	0	0	0	406
G034874	0	0	7	0	1	0	967
G034875	0	0	0	30	0	1	1273
G034876	0	5	0	0	0	0	574
G034877	0	0	0	0	0	0	706
G034878	0	0	0	0	0	0	1192
G034879	0	0	0	0	0	0	313
G034880	0	0	0	0	0	0	516
G034881	0	0	5	0	0	0	674
G034882	0	12	0	0	0	0	466
G034883	0	0	0	0	0	0	613
G034884	1	2	0	1	1	2	424
G034885	0	0	0	0	1	0	1614
G034886	0	0	0	0	0	0	566
G034887	0	0	0	0	0	0	1754
G034888	1	0	7	0	0	0	448
G034889	0	0	4	21	24	1	760
G034890	8	0	0	6	8	2	1131.5
G034891	0	0	0	0	0	0	910
G034892	1	0	0	0	4	0	207
G034893	0	0	0	0	0	0	589
G034894	19	1	2	0	4	3	147
G034895	0	0	0	0	0	0	1923.5
G034896	0	0	0	0	0	0	492
G034897	0	0	5	0	0	0	92
G034898	0	0	0	0	0	0	383
G034899	0	0	0	0	6	0	874
G034900	0	0	0	0	0	0	817
G034901	0	0	0	0	0	0	520
G034902	18	6	0	0	0	0	643
G034903	0	0	0	0	0	1	1809
G034904	0	0	0	0	0	0	472
G034905	0	0	0	0	0	0	919
G034906	13	11	9	0	0	0	488
G034907	0	6	0	0	0	0	681
G034908	0	0	0	0	0	0	1155
G034909	0	3	3	0	22	8	377
G034910	2	4	4	0	2	0	506.5
G034911	0	0	0	0	0	0	422
G034912	0	0	2	0	0	0	566
G034913	951	875	1179	1216	1166	1263	735
G034914	0	0	0	0	0	0	562
G034915	0	4	0	0	0	5	692.5
G034916	0	0	0	0	0	0	295
G034917	0	0	0	0	0	0	1119
G034918	0	31	10	0	7	35	315
G034919	19	18	11	0	47	2	1995
G034920	0	20	11	31	0	14	5446
G034921	0	0	3	0	0	0	1188
G034922	2803	3510	1971	1827	3434	2650	1044.5
G034923	0	0	0	0	0	0	185
G034924	0	0	0	0	0	0	448
G034925	0	1	0	0	0	0	334
G034926	0	0	0	0	0	0	354
G034927	0	0	0	0	0	0	816
G034928	0	0	0	0	0	0	382
G034929	3	0	2	0	8	0	560
G034930	0	0	1	0	0	0	507
G034931	0	0	0	0	0	0	355
G034932	0	0	0	0	0	0	942
G034933	0	0	7	26	0	0	1099
G034934	0	0	3	6	0	0	617
G034935	0	0	0	0	0	0	428.5
G034936	0	0	0	0	0	0	671.5
G034937	7	9	20	0	0	15	664
G034938	13	0	6	0	0	1	505
G034939	0	0	0	0	0	0	5927.5
G034940	0	0	0	0	0	0	502
G034941	2	2	1	0	1	6	950
G034942	0	0	0	0	0	0	606
G034943	192	128	174	125	149	141	360
G034944	0	0	0	0	0	0	445
G034945	0	24	4	0	10	2	641
G034946	0	3	0	15	4	0	1173
G034947	0	0	0	0	0	0	632
G034948	0	0	14	0	0	0	488
G034949	0	0	0	0	0	0	1180
G034950	0	0	0	0	0	0	189
G034951	4	3	1	0	25	6	504
G034952	30	12	24	0	19	13	462.5
G034953	2	3	13	8	7	4	1156
G034954	0	2	18	14	4	11	1469
G034955	1	0	0	0	0	0	419
G034956	0	0	0	0	0	0	1806
G034957	0	0	0	0	0	0	595
G034958	0	0	5	0	0	0	2052.5
G034959	0	2	1	2	3	3	512
G034960	1	0	0	1	0	1	1202
G034961	0	0	0	0	0	0	309
G034962	0	0	0	0	0	0	192
G034963	0	0	0	0	0	8	789
G034964	0	0	0	0	0	0	553
G034965	0	0	0	0	0	0	787
G034966	0	0	0	0	0	0	717
G034967	0	0	0	0	0	0	630
G034968	0	0	0	0	0	0	1552
G034969	0	0	0	0	0	0	2334
G034970	5	0	0	0	8	0	468
G034971	0	0	0	0	0	0	567
G034972	0	0	0	0	0	0	638
G034973	0	0	0	24	0	0	806
G034974	0	0	0	0	0	0	764.5
G034975	0	0	0	0	0	0	910
G034976	0	0	0	0	0	0	561
G034977	1	13	7	0	11	34	425
G034978	0	0	3	0	19	0	2978
G034979	16	19	0	0	0	2	296
G034980	0	0	0	0	0	0	682
G034981	0	0	0	0	0	0	488
G034982	82	83	411	206	331	158	6004
G034983	0	0	1	0	0	0	291
G034984	0	1	0	0	0	2	792
G034985	0	0	0	0	0	0	1277
G034986	0	0	1	6	0	10	500
G034987	0	0	0	0	0	0	462
G034988	0	0	0	0	0	0	1516
G034989	1191	1399	2322	1932	1713	2276	3010
G034990	0	0	0	0	0	0	271
G034991	9	0	0	0	0	0	485
G034992	6	4	15	0	0	6	555
G034993	0	5	0	0	0	0	493
G034994	11	17	24	28	53	19	1359
G034995	0	0	0	0	0	0	186
G034996	0	0	0	0	0	0	496
G034997	0	0	0	0	0	0	441
G034998	0	0	0	0	0	0	963
G034999	0	1	1	0	0	1	1556
G035000	0	0	0	17	0	10	588
G035001	0	0	0	0	0	0	770
G035002	0	0	0	0	0	0	578
G035003	11	0	0	19	0	9	927
G035004	120	211	114	140	161	213	599
G035005	0	1	3	7	0	5	516.5
G035006	0	0	0	0	0	0	622
G035007	0	13	8	0	0	13	520.5
G035008	0	0	0	3	0	0	848
G035009	0	0	0	0	0	8	284
G035010	0	0	0	0	0	0	497
G035011	0	0	0	0	0	0	377
G035012	0	0	9	0	0	0	544
G035013	0	0	0	0	0	7	1890
G035014	0	0	0	0	0	12	563.5
G035015	0	12	0	0	0	7	1464
G035016	0	0	0	0	0	0	1357
G035017	0	4	0	0	0	1	1583.5
G035018	1	31	33	51	6	26	939
G035019	7	13	19	10	15	16	1885.5
G035020	0	0	0	0	0	0	233.5
G035021	0	0	1	0	0	0	912
G035022	0	0	0	0	0	0	477
G035023	0	0	0	0	0	0	535
G035024	0	0	0	0	0	0	1454
G035025	0	0	2	1	0	0	280
G035026	0	0	0	0	0	0	439
G035027	0	0	0	0	0	0	464
G035028	0	0	7	0	0	0	1388
G035029	0	0	0	0	0	0	730
G035030	1	0	0	0	0	0	963.5
G035031	0	0	3	0	0	0	688.5
G035032	0	0	0	0	0	0	679
G035033	0	0	0	0	4	10	565
G035034	0	0	0	0	0	0	432
G035035	0	0	0	0	0	0	894
G035036	0	0	0	0	0	0	683
G035037	0	0	0	0	0	0	904
G035038	0	0	0	0	0	0	836
G035039	108	86	55	44	42	106	275
G035040	3	11	8	0	5	7	1403.5
G035041	0	0	6	0	0	2	534
G035042	0	0	0	0	0	0	648
G035043	0	0	0	0	0	0	889
G035044	0	0	0	0	0	0	438
G035045	0	0	4	0	0	0	298
G035046	0	0	0	0	0	0	834
G035047	2	10	9	15	27	8	633
G035048	0	4	4	1	10	2	868
G035049	0	0	0	0	0	12	739
G035050	6	0	6	0	2	8	1306
G035051	0	0	6	0	0	0	817
G035052	247	86	164	127	131	193	1264
G035053	0	0	0	0	0	0	350
G035054	0	0	0	0	0	0	589
G035055	0	0	0	0	0	0	1548
G035056	0	0	0	32	29	6	518
G035057	0	0	0	4	0	5	664
G035058	0	0	0	0	0	0	850
G035059	0	0	0	0	0	0	465
G035060	0	0	0	0	0	0	894
G035061	0	0	4	0	0	4	252
G035062	7	0	6	0	10	5	2428
G035063	0	0	0	0	0	0	510
G035064	0	0	0	0	0	0	740
G035065	0	0	0	0	0	0	559
G035066	328	560	46	0	648	48	950
G035067	0	0	0	0	0	0	175
G035068	0	0	0	0	0	1	425
G035069	0	0	0	0	0	0	573
G035070	0	0	0	0	0	0	1900.5
G035071	0	0	0	0	0	0	426
G035072	50	31	30	27	21	29	356
G035073	0	0	12	0	0	0	865
G035074	8	1	0	0	2	4	618
G035075	0	0	0	0	0	0	2597
G035076	0	0	1	0	0	0	389
G035077	0	0	0	0	0	0	486
G035078	0	0	0	0	0	0	358
